asset,name,candidate_status,human_rejected,expected_shape_id,expected_shape_name,basis,confidence,s101_witness_ids,s101_witness_files,candidate_svg,standard_svg,llm_instruction
TOPSHP21,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP21.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP21 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP22,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP22.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP22 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP23,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP23.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP23 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP24,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP24.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP24 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP25,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP25.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP25 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP28,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP28.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP28 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP29,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP29.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP29 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP30,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP30.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP30 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP31,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP31.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP31 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP32,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP32.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP32 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP33,TOPSHP33,judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP33.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP33 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPSHP33."
TOPSHP34,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP34.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP34 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP35,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP35.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP35 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP36,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP36.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP36 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP37,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP37.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP37 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP38,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP38.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP38 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP40,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP40.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP40 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP41,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP41.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP41 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP42,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP42.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP42 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP43,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP43.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP43 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP44,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP44.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP44 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP47,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP47.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP47 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP48,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPSHP48.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPSHP48 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP51,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP51.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP51 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP52,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP52.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP52 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP53,"beacon top mark, yellow square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP53.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP53 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, yellow square board, diagonal."
TOPSHP54,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP54.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP54 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP55,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP55.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP55 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP58,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP58.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP58 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP61,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP61.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP61 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP62,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP62.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP62 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP63,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP63.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP63 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP64,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP64.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP64 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP65,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP65.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP65 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP67,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP67.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP67 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP69,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP69.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP69 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP70,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP70.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP70 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP71,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP71.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP71 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP72,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP72.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP72 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPSHP73;TE('%s',TOPSHP73;TE('%s',judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP73_TE_s.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP73;TE('%s' as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPSHP73;TE('%s'."
TOPSHP74,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPSHP74.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPSHP74 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
